Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Journal of Clinical Oncology","J Clin Oncol","0732-183X","1527-7755","American Society of Clinical Oncology","8309333","v.34(30);Oct 20, 2016","v.26;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Clin+Oncol%22%5Bjournal%5D
"Journal of Clinical Orthopaedics and Trauma","J Clin Orthop Trauma","0976-5662","2213-3445","Elsevier","101559469","v.8(1);Jan-Mar 2017","v.3;2012","12 months","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2270/
"Journal of Clinical Pathology","J Clin Pathol","0021-9746","1472-4146","BMJ Publishing Group","0376601","v.60(12);Dec 2007","v.1;1947","","No"," Full "," Now Select ",http://www.ncbi.nlm.nih.gov/pmc/journals/162/
"Journal of Clinical Pathology. Supplement (Association of Clinical Pathologists)","J Clin Pathol Suppl (Assoc Clin Pathol)","0144-0349","","BMJ Publishing Group","0217241","v.8;1978","v.2;1969","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/266/
"Journal of Clinical Pathology. Supplement (Royal College of Pathologists)","J Clin Pathol Suppl (R Coll Pathol)","0144-0330","","BMJ Publishing Group","8300543","v.14;1980","v.4;1970","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/267/
"Journal of Clinical Pathology. Supplement (College of Pathologists)","J Clin Pathol Suppl Coll Pathol","","","BMJ Publishing Group","101273195","v.3;1969","v.3;1969","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/422/
"Journal of Clinical Research in Pediatric Endocrinology","J Clin Res Pediatr Endocrinol","1308-5727","1308-5735","Galenos Yayinevi","101519456","v.9(1);Mar 2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1419/
"Journal of Clinical Sleep Medicine : JCSM : Official Publication of the American Academy of Sleep Medicine","J Clin Sleep Med","1550-9389","1550-9397","American Academy of Sleep Medicine","101231977","v.13(5);May 15, 2017","v.3;2007","6 months","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/368/
"Journal of Clinical and Translational Hepatology","J Clin Transl Hepatol","2225-0719","2310-8819","Xia &#x0026; He Publishing Limited","101649815","v.5(1);Mar 28, 2017","v.1;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2787/
"The Journal of the College of General Practitioners","J Coll Gen Pract","0307-4749","","Royal College of General Practitioners","7503074","v.13(2);Mar 1967","v.3;1960","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/263/
"Journal of the College of General Practitioners and Research Newsletter","J Coll Gen Pract Res Newsl","","","Royal College of General Practitioners","0135663","v.2(4);Nov 1959","v.1;1958","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/443/
"Journal of Community Genetics","J Community Genet","1868-310X","1868-6001","Springer","101551501","v.8(2);Apr 2017","v.1;2010","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1593/
"Journal of Community Hospital Internal Medicine Perspectives","J Community Hosp Intern Med Perspect","","2000-9666","Taylor &#x0026; Francis","101601396","v.6(6);2016","v.1;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2124/
"Journal of Comparative Effectiveness Research","J Comp Eff Res","2042-6305","2042-6313","Future Science Group","101577308","v.6(1);Jan 2017","v.4;2015","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Comp+Eff+Res%22%5Bjournal%5D
"Journal of Computational Biology","J Comput Biol","1066-5277","1557-8666","Mary Ann Liebert, Inc.","9433358","v.24(5);May 1, 2017","v.15;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Comput+Biol%22%5Bjournal%5D
"Journal of Computing and Information Science in Engineering","J Comput Inf Sci Eng","1530-9827","1944-7078","American Society of Mechanical Engineers","101629425","v.12(2);Jun 2012","v.12;2012","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Comput+Inf+Sci+Eng%22%5Bjournal%5D
"Journal of Computational and Nonlinear Dynamics","J Comput Nonlinear Dyn","1555-1415","1555-1423","American Society of Mechanical Engineers","101629392","v.11(2);Mar 2016","v.8;2013","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Comput+Nonlinear+Dyn%22%5Bjournal%5D
"Journal of Conservative Dentistry : JCD","J Conserv Dent","0972-0707","0974-5203","Medknow Publications","101147009","v.19(6);Nov-Dec 2016","v.11;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1152/
"Journal of Contemporary Brachytherapy","J Contemp Brachytherapy","1689-832X","2081-2841","Termedia Publishing","101506276","v.9(2);Apr 2017","v.1;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1978/
"Journal of Craniovertebral Junction &#x0026; Spine","J Craniovertebr Junction Spine","0974-8237","0976-9285","Medknow Publications","101536746","v.8(1);Jan-Mar 2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1311/
"Journal of Crohn's &#x0026; Colitis","J Crohns Colitis","1873-9946","1876-4479","Oxford University Press","101318676","v.11(2);Feb 2017","v.9;2015","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Crohns+Colitis%22%5Bjournal%5D
"Journal of Current Glaucoma Practice","J Curr Glaucoma Pract","0974-0333","0975-1947","Jaypee Brothers Medical Publishing (P) Ltd.","101492611","v.11(1);Jan-Apr 2017","v.6;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2907/
"Journal of Current Ophthalmology","J Curr Ophthalmol","","2452-2325","Elsevier","101678509","v.29(1);Mar 2017","v.27;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3003/
"Journal of Cutaneous and Aesthetic Surgery","J Cutan Aesthet Surg","0974-2077","0974-5157","Medknow Publications","101525405","v.10(1);Jan-Mar 2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1192/
"Journal of Cytology","J Cytol","0970-9371","0974-5165","Medknow Publications","8915204","v.34(2);Apr-Jun 2017","v.26;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1333/
"The Journal of Deaf Studies and Deaf Education","J Deaf Stud Deaf Educ","1081-4159","1465-7325","Oxford University Press","9889915","v.22(1);Jan 2017","v.13;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Deaf+Stud+Deaf+Educ%22%5Bjournal%5D
"Journal of Dentistry","J Dent (Shiraz)","2345-6485","2345-6418","Shiraz University Medical School","101615440","v.18(1);Mar 2017","v.14;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2317/
"Journal of Dentistry (Tehran, Iran)","J Dent (Tehran)","1735-2150","2008-2185","Tehran University of Medical Sciences","101233680","v.13(6);Nov 2016","v.7;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1614/
"Journal of Dental Biomechanics","J Dent Biomech","","1758-7360","SAGE Publications","101538879","v.6;2015","v.2010;2010","","All"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/1317/
"Journal of Dental Research","J Dent Res","0022-0345","1544-0591","International and American Associations for Dental Research","0354343","v.96(4);Apr 2017","v.88;2009","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Dent+Res%22%5Bjournal%5D
"Journal of Dental Research, Dental Clinics, Dental Prospects","J Dent Res Dent Clin Dent Prospects","2008-210X","2008-2118","Tabriz University of Medical Sciences","101576035","v.11(1);Winter 2017","v.1;2007","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1889/
"Journal of Dermatological Case Reports","J Dermatol Case Rep","","1898-7249","Spejali&#x015b;ci Dermatolodzy","101493700","v.11(1);Mar 31, 2017","v.1;2007","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1565/
"Journal of Diabetes Investigation","J Diabetes Investig","2040-1116","2040-1124","Wiley-Blackwell","101520702","v.8(3);May 2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2358/
"Journal of Diabetes and Metabolic Disorders","J Diabetes Metab Disord","","2251-6581","BioMed Central","101590741","v.16;2017","v.11;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2031/
"Journal of Diabetes Research","J Diabetes Res","2314-6745","2314-6753","Hindawi Publishing Corporation","101605237","v.2017;2017","v.2013;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2082/
"Journal of Diabetes Science and Technology","J Diabetes Sci Technol","","1932-2968","Diabetes Technology Society","101306166","v.11(1);Jan 2017","v.1;2007","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/967/
"Journal of Digital Imaging","J Digit Imaging","0897-1889","1618-727X","Springer","9100529","v.30(3);Jun 2017","v.10;1997","12 months or less","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1429/
"Journal of Drug Assessment","J Drug Assess","","2155-6660","Taylor &#x0026; Francis","101672979","v.6(1);2017","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2957/
"Journal of Drug Delivery","J Drug Deliv","2090-3014","2090-3022","Hindawi Publishing Corporation","101553818","v.2017;2017","v.2011;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1491/
"Journal of Dynamic Systems, Measurement, and Control","J Dyn Syst Meas Control","0022-0434","1528-9028","American Society of Mechanical Engineers","100971391","v.138(11);Nov 2016","v.135;2013","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Dyn+Syst+Meas+Control%22%5Bjournal%5D
"Journal of Eating Disorders","J Eat Disord","","2050-2974","BioMed Central","101610672","v.5;2017","v.1;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2199/
"Journal of Economic Entomology","J Econ Entomol","0022-0493","1938-291X","Oxford University Press","2985127R","v.110(3);Jun 2017","v.108;2015","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Econ+Entomol%22%5Bjournal%5D
"Journal of Educational Evaluation for Health Professions","J Educ Eval Health Prof","","1975-5937","National Health Personnel Licensing Examination Board of the Republic of Korea","101490061","v.14;2017","v.3;2006","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/834/
"Journal of Education and Health Promotion","J Educ Health Promot","2277-9531","2319-6440","Medknow Publications","101593794","v.6;2017","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1984/
"The Journal of Education in Perioperative Medicine : JEPM","J Educ Perioper Med","","2333-0406","Society for Education in Anesthesia","101122652","v.19(1);Jan-Mar 2017","v.1;1999","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2860/
"Journal of Electron Microscopy","J Electron Microsc (Tokyo)","0022-0744","1477-9986","Oxford University Press","7611157","v.60(2);Apr 2011","v.59;2010","12 months","No"," NIH Portfolio "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Electron+Microsc+(Tokyo)%22%5Bjournal%5D
"Journal of Electronic Packaging","J Electron Packag","1043-7398","1528-9044","American Society of Mechanical Engineers","101629427","v.138(2);Jun 2016","v.135;2013","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Electron+Packag%22%5Bjournal%5D
"Journal of Emergencies, Trauma, and Shock","J Emerg Trauma Shock","0974-2700","0974-519X","Medknow Publications","101493921","v.10(2);Apr-Jun 2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/913/
"Journal of Endourology","J Endourol","0892-7790","1557-900X","Mary Ann Liebert, Inc.","8807503","v.31(5);May 1, 2017","v.22;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Endourol%22%5Bjournal%5D
"Journal of Endourology Case Reports","J Endourol Case Rep","","2379-9889","Mary Ann Liebert, Inc.","101684114","v.3(1);2017","v.1;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3068/
"Journal of Endovascular Therapy","J Endovasc Ther","1526-6028","1545-1550","International Society of Endovascular Specialists","100896915","v.19(3);Jun 2012","v.15;2008","Immediate","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Endovasc+Ther%22%5Bjournal%5D
"Journal of Energy Resources Technology","J Energy Resour Technol","0195-0738","1528-8994","American Society of Mechanical Engineers","101595870","v.135(4);Dec 2013","v.135;2013","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Energy+Resour+Technol%22%5Bjournal%5D
"Journal of Engineering for Gas Turbines and Power","J Eng Gas Turbine Power","0742-4795","1528-8919","American Society of Mechanical Engineers","101629430","v.138(8);Aug 2016","v.135;2013","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Eng+Gas+Turbine+Power%22%5Bjournal%5D
"Journal of Engineering Materials and Technology","J Eng Mater Technol","0094-4289","1528-8889","American Society of Mechanical Engineers","101550468","v.135(2);Apr 2013","v.135;2013","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Eng+Mater+Technol%22%5Bjournal%5D
"Journal of Environmental Health Science and Engineering","J Environ Health Sci Eng","","2052-336X","BioMed Central","101613643","v.15;2017","v.11;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2203/
"Journal of Environmental and Public Health","J Environ Public Health","1687-9805","1687-9813","Hindawi Publishing Corporation","101516361","v.2017;2017","v.2009;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/997/
"Journal of Epidemiology","J Epidemiol","0917-5040","1349-9092","Elsevier","9607688","v.27(5);May 2017","v.18;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2072/
"Journal of Epidemiology and Community Health","J Epidemiol Community Health","0141-7681","","BMJ Publishing Group","7806055","v.32(4);Dec 1978","v.32;1978","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/190/
"Journal of Epidemiology and Community Health","J Epidemiol Community Health","0143-005X","1470-2738","BMJ Publishing Group","7909766","v.61(12);Dec 2007","v.33;1979","","No"," Full "," Now Select ",http://www.ncbi.nlm.nih.gov/pmc/journals/165/
"Journal of Epilepsy Research","J Epilepsy Res","2233-6249","2233-6257","Korean Epilepsy Society","101577886","v.6(2);Dec 2016","v.1;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2340/
"Journal of Equine Science","J Equine Sci","1340-3516","1347-7501","Japanese Society of Equine Science","9503751","v.28(1);2017","v.19;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2407/
"Journal of Ethnobiology and Ethnomedicine","J Ethnobiol Ethnomed","","1746-4269","BioMed Central","101245794","v.13;2017","v.1;2005","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/351/
"Journal of Exercise Nutrition &#x0026; Biochemistry","J Exerc Nutrition Biochem","2233-6834","2233-6842","Korean Society for Exercise Nutrition","101572566","v.20(3);Sep 2016","v.17;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2634/
"Journal of Exercise Rehabilitation","J Exerc Rehabil","2288-176X","2288-1778","Korean Society of Exercise Rehabilitation","101615171","v.13(2);Apr 2017","v.9;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2228/
"Journal of the Experimental Analysis of Behavior","J Exp Anal Behav","0022-5002","1938-3711","Society for the Experimental Analysis of Behavior","0203727","v.98(3);Nov 2012","v.1;1958","","No"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/299/
"The Journal of Experimental Biology","J Exp Biol","0022-0949","1477-9145","Company of Biologists","0243705","v.220(8);Apr 15, 2017","v.212;2009","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Exp+Biol%22%5Bjournal%5D
"Journal of Experimental Botany","J Exp Bot","0022-0957","1460-2431","Oxford University Press","9882906","v.68(8);Apr 1, 2017","v.59;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Exp+Bot%22%5Bjournal%5D
"Journal of Experimental &#x0026; Clinical Assisted Reproduction","J Exp Clin Assist Reprod","","1743-1050","Sims Institute Press Ltd.","101230714","v.8;2011","v.1;2004","","All"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/274/
"Journal of Experimental &#x0026; Clinical Cancer Research : CR","J Exp Clin Cancer Res","0392-9078","1756-9966","BioMed Central","8308647","v.36;2017","v.27;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/618/
"The Journal of Experimental Medicine","J Exp Med","0022-1007","1540-9538","The Rockefeller University Press","2985109R","v.214(5);May 1, 2017","v.1;1896","6 months","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/483/
"Journal of Experimental Neuroscience","J Exp Neurosci","","1179-0695","SAGE Publications","101517658","v.11;2017","v.7;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2511/
"Journal of Experimental Orthopaedics","J Exp Orthop","","2197-1153","Springer-Verlag","101653750","v.4;Dec 2017","v.1;2014","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2776/
"Journal of Experimental Pathology (Oxford, England)","J Exp Pathol (Oxford)","0958-4625","","Wiley-Blackwell","9004579","v.71(3);Jun 1990","v.71;1990","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/456/
