JournalTitle,MedAbbr,NlmId,ImpactFactor
Geocarto international,Geocarto Int,101094824,1.38
Research in social stratification and mobility,Res Soc Stratif Mobil,101516547,1.379
Reviews in analytical chemistry,Rev Anal Chem,101665910,1.378
Journal of telemedicine and telecare,J Telemed Telecare,9506702,1.377
Animal reproduction science,Anim Reprod Sci,7807205,1.377
Cognitive linguistics,Cogn Linguist,9426180,1.375
Experimental lung research,Exp Lung Res,8004944,1.374
Journal of economic behavior & organization,J Econ Behav Organ,101086031,1.374
Advances in life course research,Adv Life Course Res,100960029,1.373
Bulletin of the Chemical Society of Japan,Bull Chem Soc Jpn,7505371,1.372
Physiological and molecular plant pathology,Physiol Mol Plant Pathol,9882868,1.371
Human factors,Hum Factors,0374660,1.37
"Zygote (Cambridge, England)",Zygote,9309124,1.37
Iowa law review,Iowa Law Rev,100972033,1.369
Journal of applied sport psychology,J Appl Sport Psychol,9012267,1.369
Journal of analytical methods in chemistry,J Anal Methods Chem,101575377,1.369
Aging clinical and experimental research,Aging Clin Exp Res,101132995,1.368
International journal of adaptive control and signal processing,Int J Adapt Control Signal Process,101512126,1.368
Music perception,Music Percept,101238758,1.367
Romanian reports in physics,Rom Rep Phys,101650194,1.367
Psychology & marketing,Psychol Mark,101696173,1.367
Scandinavian journal of infectious diseases,Scand J Infect Dis,0215333,1.366
Mathematical and computer modelling,Math Comput Model,100971613,1.366
Language & communication,Lang Commun,9878651,1.366
Numerical algorithms,Numer Algorithms,101637157,1.366
Applied mathematics and optimization,Appl Math Optim,9875919,1.366
Journal of nonverbal behavior,J Nonverbal Behav,8003418,1.365
Scandinavian journal of psychology,Scand J Psychol,0404510,1.364
Applied developmental science,Appl Dev Sci,9890994,1.364
Archaeometry,Archaeometry,101588960,1.364
Journal of career assessment,J Career Assess,101615857,1.364
Journal of empirical legal studies,J Empir Leg Stud,101519921,1.362
Computing in science & engineering,Comput Sci Eng,100911167,1.361
Biometrics,Biometrics,0370625,1.36
Plant biosystems,Plant Biosyst,100955491,1.36
Clinical simulation in nursing,Clin Simul Nurs,101486408,1.36
Clinical nursing research,Clin Nurs Res,9208508,1.359
Surgical innovation,Surg Innov,101233809,1.358
Engineering failure analysis,Eng Fail Anal,101480087,1.358
Journal of complexity,J Complex,101512099,1.358
Archives of insect biochemistry and physiology,Arch Insect Biochem Physiol,8501752,1.357
Zeitschrift fur Gastroenterologie,Z Gastroenterol,0033370,1.357
Revista portuguesa de pneumologia,Rev Port Pneumol,9813736,1.357
International journal of medicinal mushrooms,Int J Med Mushrooms,100886202,1.357
Macromolecular research,Macromol Res,101552479,1.357
Revista portuguesa de pneumologia,Rev Port Pneumol (2006),101655511,1.357
Genome,Genome,8704544,1.356
Journal of applied geophysics,J Appl Geophy,101629327,1.355
Frontiers of materials science,Front Mater Sci,101564238,1.354
Israel journal of health policy research,Isr J Health Policy Res,101584158,1.354
BMC women's health,BMC Womens Health,101088690,1.353
Phytochemistry letters,Phytochem Lett,101513432,1.353
Journal of nephrology,J Nephrol,9012268,1.352
Journal of plant biochemistry and biotechnology,J Plant Biochem Biotechnol,9600434,1.352
Rapid prototyping journal,Rapid Prototyp J,101661047,1.352
Asia Pacific journal of clinical nutrition,Asia Pac J Clin Nutr,9440304,1.35
Duke law journal,Duke Law J,9877769,1.349
Journal of applied behavior analysis,J Appl Behav Anal,0174763,1.348
Acta histochemica,Acta Histochem,0370320,1.347
Nursing & health sciences,Nurs Health Sci,100891857,1.347
Signs,Signs (Chic),9875007,1.347
Journal of the American Academy of Nurse Practitioners,J Am Acad Nurse Pract,8916634,1.346
Scandinavian journal of urology,Scand J Urol,101587186,1.346
Applied mathematics and computation,Appl Math Comput,7509323,1.345
Disability and health journal,Disabil Health J,101306633,1.345
Solid-state electronics,Solid State Electron,101508534,1.345
Journal of the American Academy of Audiology,J Am Acad Audiol,9114646,1.344
Ophthalmic research,Ophthalmic Res,0267442,1.344
International neurourology journal,Int Neurourol J,101534513,1.344
Neuroreport,Neuroreport,9100935,1.343
Genetica,Genetica,0370740,1.343
Basic and applied social psychology,Basic Appl Soc Psych,9426487,1.343
Journal of anesthesia,J Anesth,8905667,1.343
Sustainability,Sustainability,101579976,1.343
Postepy dermatologii i alergologii,Postepy Dermatol Alergol,101168357,1.342
Journal of coatings technology and research,J Coat Technol Res,101658369,1.342
Genetics and molecular biology,Genet Mol Biol,100883590,1.341
International review for the sociology of sport,Int Rev Sociol Sport,101480168,1.341
Cognitive processing,Cogn Process,101177984,1.34
Genes & genetic systems,Genes Genet Syst,9607822,1.339
International journal of clinical pharmacy,Int J Clin Pharm,101554912,1.339
Journal of nanoscience and nanotechnology,J Nanosci Nanotechnol,101088195,1.338
International journal of bilingual education and bilingualism,Int J Biling Educ Biling,101512704,1.338
Women & health,Women Health,7608076,1.337
Advances in skin & wound care,Adv Skin Wound Care,100911021,1.337
Antarctic science,Antarct Sci,100955511,1.336
Current sports medicine reports,Curr Sports Med Rep,101134380,1.336
Canadian journal of microbiology,Can J Microbiol,0372707,1.335
Folia microbiologica,Folia Microbiol (Praha),0376757,1.335
Critical care nurse,Crit Care Nurse,8207799,1.333
Journal of nematology,J Nematol,9884299,1.333
Media psychology,Media Psychol,101481492,1.333
Soft materials,Soft Mater,101471717,1.333
Oncology research and treatment,Oncol Res Treat,101627692,1.333
Technical communication,Tech Commun,101672084,1.333
Annals of the Royal College of Surgeons of England,Ann R Coll Surg Engl,7506860,1.332
Chromatographia,Chromatographia,0316520,1.332
Multimedia tools and applications,Multimed Tools Appl,101555932,1.331
Surgery today,Surg Today,9204360,1.329
Journal of manipulative and physiological therapeutics,J Manipulative Physiol Ther,7807107,1.329
Alternative therapies in health and medicine,Altern Ther Health Med,9502013,1.329
Interactive cardiovascular and thoracic surgery,Interact Cardiovasc Thorac Surg,101158399,1.329
Biological research,Biol Res,9308271,1.328
Clinics,Clinics,16240140R,1.328
Journal of computational and applied mathematics,J Comput Appl Math,101538565,1.328
Journal of interventional cardiology,J Interv Cardiol,8907826,1.327
Archaeological prospection,Archaeol Prospect,101604288,1.327
Bulletin of mathematical biology,Bull Math Biol,0401404,1.326
European geriatric medicine,Eur Geriatr Med,101533694,1.326
Journal of bryology,J Bryol,100971336,1.325
Annals of dermatology,Ann Dermatol,8916577,1.325
Advances in computational mathematics,Adv Comput Math,101559836,1.325
Journal of language and social psychology,J Lang Soc Psychol,9888962,1.324
Journal of forensic sciences,J Forensic Sci,0375370,1.322
Urban geography,Urban Geogr,100970798,1.322
Palaeobiodiversity and palaeoenvironments,Paleobiodivers Paleoenviron,101702819,1.322
Nonlinear processes in geophysics,Nonlinear Process Geophys,101574217,1.321
Games for health journal,Games Health J,101583709,1.321
Theoretical and computational fluid dynamics,Theor Comput Fluid Dyn,101674217,1.321
Journal of chromatographic science,J Chromatogr Sci,0173225,1.32
BMC anesthesiology,BMC Anesthesiol,100968535,1.32
Journal of parallel and distributed computing,J Parallel Distrib Comput,101204404,1.32
Archives of animal nutrition,Arch Anim Nutr,101222433,1.319
Pediatrics and neonatology,Pediatr Neonatol,101484755,1.319
Earth interactions,Earth Interact,101672703,1.319
Scandinavian journal of public health,Scand J Public Health,100883503,1.318
Behavioural processes,Behav Processes,7703854,1.318
Transplant immunology,Transpl Immunol,9309923,1.317
Research in autism spectrum disorders,Res Autism Spectr Disord,101300021,1.317
Systematic parasitology,Syst Parasitol,8111384,1.316
Surgical infections,Surg Infect (Larchmt),9815642,1.316
Behaviour,Behaviour,15440560R,1.315
Clinical and experimental dermatology,Clin Exp Dermatol,7606847,1.315
Environmental entomology,Environ Entomol,7502320,1.315
Science as culture,Sci Cult (Lond),9883160,1.315
Urologia internationalis,Urol Int,0417373,1.313
BMC medical education,BMC Med Educ,101088679,1.312
Clinical pharmacology in drug development,Clin Pharmacol Drug Dev,101572899,1.312
Environmental values,Environ Values,9885957,1.311
Natural computing,Nat Comput,101220059,1.31
Housing studies,Hous Stud,101613454,1.309
Review of international studies,Rev Int Stud,101690473,1.309
Reading and writing,Read Writ,9001482,1.308
Journal of inorganic and organometallic polymers and materials,J Inorg Organomet Polym Mater,101594048,1.308
Clinical and experimental hypertension,Clin Exp Hypertens,7803060,1.307
Neuroethics,Neuroethics,101468977,1.305
Scanning,Scanning,7903371,1.304
International journal of paediatric dentistry,Int J Paediatr Dent,9107511,1.303
Seminars in pediatric neurology,Semin Pediatr Neurol,9441351,1.303
International journal of STD & AIDS,Int J STD AIDS,9007917,1.3
Economics of education review,Econ Educ Rev,101087557,1.297
Genetic testing and molecular biomarkers,Genet Test Mol Biomarkers,101494210,1.297
Journal of neurolinguistics,J Neurolinguistics,8905293,1.296
Journal of human development and capabilities,J Human Dev Capabil,101516024,1.295
Micromachines,Micromachines (Basel),101640903,1.295
Acta parasitologica,Acta Parasitol,9301947,1.293
Livestock science,Livest Sci,101525137,1.293
Natural hazards review,Nat Hazards Rev,101678691,1.293
International urology and nephrology,Int Urol Nephrol,0262521,1.292
Natural resources forum,Nat Resour Forum,101085820,1.292
EXCLI journal,EXCLI J,101299402,1.292
Social problems,Soc Probl,20810170R,1.291
Neuropediatrics,Neuropediatrics,8101187,1.291
Journal of electrocardiology,J Electrocardiol,0153605,1.29
"Lichenologist (London, England)",Lichenologist,100955368,1.29
BMC biochemistry,BMC Biochem,101084098,1.29
Feminism & psychology,Fem Psychol,9425963,1.29
International economic review,Int Econ Rev (Philadelphia),101515596,1.29
Review of economics of the household,Rev Econ Househ,101519117,1.29
Optical and quantum electronics,Opt Quantum Electron,101679619,1.29
Journal of psychosocial oncology,J Psychosoc Oncol,8309337,1.289
Nonlinearity,Nonlinearity,101493702,1.289
Photogrammetric engineering and remote sensing,Photogramm Eng Remote Sensing,101514197,1.288
Journal of biomaterials and tissue engineering,J Biomater Tissue Eng,101591609,1.287
World journal of surgical oncology,World J Surg Oncol,101170544,1.286
Social cognition,Soc Cogn,8219860,1.286
Sports medicine and arthroscopy review,Sports Med Arthrosc,9315689,1.286
Journal of electrostatics,J Electrostat,101473214,1.286
Advances in physical organic chemistry,Adv Phys Org Chem,0370437,1.286
Nonprofit and voluntary sector quarterly,Nonprofit Volunt Sect Q,9886050,1.286
Welding journal,Weld J,101672513,1.286
Virus genes,Virus Genes,8803967,1.285
Microscopy : the journal of the Quekett Microscopical Club,Microscopy,100968773,1.285
Journal of clinical anesthesia,J Clin Anesth,8812166,1.284
Pediatric transplantation,Pediatr Transplant,9802574,1.284
"Symbiosis (Philadelphia, Pa.)",Symbiosis,9881559,1.284
Anaesthesia and intensive care,Anaesth Intensive Care,0342017,1.283
Medical anthropology,Med Anthropol,7707343,1.283
Revista de saude publica,Rev Saude Publica,0135043,1.283
Public health ethics,Public Health Ethics,101463048,1.283
Probiotics and antimicrobial proteins,Probiotics Antimicrob Proteins,101484100,1.283
Experimental and therapeutic medicine,Exp Ther Med,101531947,1.28
Journal of veterinary pharmacology and therapeutics,J Vet Pharmacol Ther,7910920,1.279
Journal of communication disorders,J Commun Disord,0260316,1.278
International journal of psychiatry in clinical practice,Int J Psychiatry Clin Pract,9709509,1.278
IEEE transactions on magnetics,IEEE Trans Magn,100971385,1.277
Microelectronic engineering,Microelectron Eng,101552621,1.277
Cell journal,Cell J,101566618,1.275
Nordic journal of psychiatry,Nord J Psychiatry,100927567,1.273
Focus on autism and other developmental disabilities,Focus Autism Other Dev Disabl,9890907,1.273
Journal of ethnobiology,J Ethnobiol,9892383,1.273
Radio science,Radio Sci,9879367,1.273
Journal of functional analysis,J Funct Anal,101690544,1.273
Australian dental journal,Aust Dent J,0370612,1.272
Machine vision and applications,Mach Vis Appl,101562623,1.272
Journal of the American Association of Nurse Practitioners,J Am Assoc Nurse Pract,101600770,1.272
Folia parasitologica,Folia Parasitol (Praha),0065750,1.271
Party politics,Party Politics,101697589,1.271
American journal of health behavior,Am J Health Behav,9602338,1.27
"IEEE access : practical innovations, open solutions",IEEE Access,101639462,1.27
Asian Pacific journal of allergy and immunology,Asian Pac J Allergy Immunol,8402034,1.269
Dermatologic therapy,Dermatol Ther,9700070,1.268
Clinical neuropathology,Clin Neuropathol,8214420,1.267
Medicina clinica,Med Clin (Barc),0376377,1.267
Insectes sociaux,Insectes Soc,0263470,1.267
Journal of modern optics,J Mod Opt,8802678,1.267
Statistical applications in genetics and molecular biology,Stat Appl Genet Mol Biol,101176023,1.265
Otolaryngologic clinics of North America,Otolaryngol Clin North Am,0144042,1.264
Die Pharmazie,Pharmazie,9800766,1.264
Cambridge journal of economics,Cambridge J Econ,9878838,1.263
Distributed computing,Distrib Comput,101670256,1.263
Journal of texture studies,J Texture Stud,0252052,1.261
Asian journal of social psychology,Asian J Soc Psychol,101227560,1.261
Zeitschrift fur anorganische und allgemeine Chemie,Z Anorg Allg Chem,0033401,1.261
International journal of human-computer interaction,Int J Hum Comput Interact,9438800,1.26
Linguistics and philosophy,Linguist Philos,101278735,1.259
Tissue & cell,Tissue Cell,0214745,1.258
Genetic resources and crop evolution,Genet Resour Crop Evol,100955222,1.258
Journal of broadcasting & electronic media,J Broadcast Electron Media,101594232,1.257
Journal of Korean medical science,J Korean Med Sci,8703518,1.256
Mathematical biosciences,Math Biosci,0103146,1.256
Review of economic dynamics,Rev Econ Dyn,101514243,1.256
Journal of solution chemistry,J Solution Chem,0342051,1.256
Physical & occupational therapy in pediatrics,Phys Occup Ther Pediatr,8109120,1.255
Learning & behavior,Learn Behav,101155056,1.254
First language,First Lang,9879586,1.254
Journal of inclusion phenomena and macrocyclic chemistry,J Incl Phenom Macrocycl Chem,9815805,1.253
