JournalTitle,MedAbbr,NlmId,ImpactFactor
Revista de saude publica,Rev Saude Publica,0135043,1.353
Development and change,Dev Change,9878826,1.353
Journal of infection in developing countries,J Infect Dev Ctries,101305410,1.353
Journal of phonetics,J Phon,101135037,1.352
Protein expression and purification,Protein Expr Purif,9101496,1.351
Journal of reproductive and infant psychology,J Reprod Infant Psychol,8501885,1.351
International regional science review,Int Reg Sci Rev,101084578,1.351
Annals of the Royal College of Surgeons of England,Ann R Coll Surg Engl,7506860,1.35
International journal of STD & AIDS,Int J STD AIDS,9007917,1.35
ACI structural journal,ACI Struct J,101695492,1.35
Journal of statistical physics,J Stat Phys,101493698,1.349
Journal of communication disorders,J Commun Disord,0260316,1.348
Medical anthropology,Med Anthropol,7707343,1.348
Farmacia,Farmacia,16920140R,1.348
Canadian journal of zoology,Can J Zool,0372716,1.347
Scandinavian actuarial journal,Scand Actuar J,101086294,1.347
Archives of environmental & occupational health,Arch Environ Occup Health,101282564,1.347
Journal of applied geophysics,J Appl Geophy,101629327,1.347
Field methods,Field methods,100962988,1.346
Scanning,Scanning,7903371,1.345
Experimental aging research,Exp Aging Res,7603335,1.345
Hereditas,Hereditas,0374654,1.345
Psicothema,Psicothema,101189384,1.344
Journal of solution chemistry,J Solution Chem,0342051,1.342
Endokrynologia Polska,Endokrynol Pol,0370674,1.341
Kardiologia polska,Kardiol Pol,0376352,1.341
Ethics,Ethics,9884529,1.341
Journal of research of the National Institute of Standards and Technology,J Res Natl Inst Stand Technol,8912688,1.34
Journal of risk research,J Risk Res,101481554,1.34
Actas espanolas de psiquiatria,Actas Esp Psiquiatr,100886502,1.339
Scandinavian journal of public health,Scand J Public Health,100883503,1.339
Journal of applied clinical medical physics,J Appl Clin Med Phys,101089176,1.338
Cambridge journal of economics,Cambridge J Econ,9878838,1.338
Cognitive neuropsychiatry,Cogn Neuropsychiatry,9713497,1.338
Waste and biomass valorization,Waste Biomass Valorization,101670525,1.337
"Schmerz (Berlin, Germany)",Schmerz,8906258,1.336
Regional science and urban economics,Reg Sci Urban Econ,101084730,1.336
Journal of physical organic chemistry,J Phys Org Chem,9883685,1.336
European geriatric medicine,Eur Geriatr Med,101533694,1.336
Kennedy Institute of Ethics journal,Kennedy Inst Ethics J,9109135,1.333
Mechanisms of development,Mech Dev,9101218,1.333
European journal of marketing,Eur J Mark,101092765,1.333
Econometric reviews,Econom Rev,101094003,1.333
Computational biology and chemistry,Comput Biol Chem,101157394,1.331
Cell and tissue banking,Cell Tissue Bank,100965121,1.331
Brazilian oral research,Braz Oral Res,101307187,1.331
Journal of materials engineering and performance,J Mater Eng Perform,101514024,1.331
Revista iberoamericana de micologia,Rev Iberoam Micol,9425531,1.33
Journal of career assessment,J Career Assess,101615857,1.33
Biometrics,Biometrics,0370625,1.329
Clinical obstetrics and gynecology,Clin Obstet Gynecol,0070014,1.329
Nonlinear processes in geophysics,Nonlinear Process Geophys,101574217,1.329
Research in science education,Res Sci Educ,101609485,1.329
Natural hazards review,Nat Hazards Rev,101678691,1.329
Australian journal of chemistry,Aust J Chem,0370614,1.328
Laser physics,Laser Phys,101137115,1.328
Journal of modern optics,J Mod Opt,8802678,1.328
Social science research,Soc Sci Res,0330501,1.327
Journal of motor behavior,J Mot Behav,0236512,1.327
Journal of herbal medicine,J Herb Med,101562235,1.327
Journal of atmospheric and solar-terrestrial physics,J Atmos Sol Terr Phys,101690535,1.326
Neuroimaging clinics of North America,Neuroimaging Clin N Am,9211377,1.325
Journal of nanophotonics,J Nanophotonics,101480222,1.325
British journal of sociology of education,Br J Sociol Educ,101091835,1.324
Addiction research & theory,Addict Res Theory,101122095,1.324
Journal of economic behavior & organization,J Econ Behav Organ,101086031,1.323
Petroleum science,Pet Sci,101696164,1.323
Current microbiology,Curr Microbiol,7808448,1.322
Current sports medicine reports,Curr Sports Med Rep,101134380,1.321
Aesthetic plastic surgery,Aesthetic Plast Surg,7701756,1.32
Cell biochemistry and biophysics,Cell Biochem Biophys,9701934,1.32
Demographic research,Demogr Res,100964435,1.32
Journal of cutaneous pathology,J Cutan Pathol,0425124,1.317
Seminars in cutaneous medicine and surgery,Semin Cutan Med Surg,9617260,1.317
Scientific American,Sci Am,0404400,1.316
Artificial life,Artif Life,9433814,1.316
Journal of contemporary ethnography,J Contemp Ethnogr,8809953,1.316
Advances in computational mathematics,Adv Comput Math,101559836,1.316
Education finance and policy,Educ Finance Policy,101644694,1.316
Journal of electrostatics,J Electrostat,101473214,1.315
Journal of geographical systems,J Geogr Syst,101261875,1.314
Journal of immigrant and minority health,J Immigr Minor Health,101256527,1.314
Nurse education in practice,Nurse Educ Pract,101090848,1.314
Western journal of nursing research,West J Nurs Res,7905435,1.313
Journal of psychosocial oncology,J Psychosoc Oncol,8309337,1.312
Annals of nuclear energy,Ann Nucl Energy,7600031,1.312
Clinical nursing research,Clin Nurs Res,9208508,1.311
Behavioural neurology,Behav Neurol,8914585,1.311
Public relations review,Public Relat Rev,101530764,1.311
Journal of broadcasting & electronic media,J Broadcast Electron Media,101594232,1.311
Journal of bioactive and compatible polymers,J Bioact Compat Polym,8710961,1.31
Journal of research on educational effectiveness,J Res Educ Eff,101526285,1.31
Educational psychology,Educ Psychol (Lond),8219561,1.31
Australian journal of psychology,Aust J Psychol,2984699R,1.309
Journal of mathematical chemistry,J Math Chem,100971281,1.308
Men and masculinities,Men Masc,100910415,1.308
Social movement studies,Soc Mov Stud,101580844,1.307
Evaluation & the health professions,Eval Health Prof,7805992,1.306
Methods in cell biology,Methods Cell Biol,0373334,1.306
Archives of animal nutrition,Arch Anim Nutr,101222433,1.306
Journal of complexity,J Complex,101512099,1.306
Current analytical chemistry,Curr Anal Chem,101261866,1.306
American antiquity,Am Antiq,100966473,1.305
Human organization,Hum Organ,0412703,1.304
Journal for the theory of social behaviour,J Theory Soc Behav,0361027,1.304
Language acquisition,Lang Acquis,9426343,1.303
Psychiatrische Praxis,Psychiatr Prax,0423204,1.302
Human performance,Hum Perform,8809227,1.302
Journalism & mass communication quarterly,Journal Mass Commun Q,101531181,1.301
"Symbiosis (Philadelphia, Pa.)",Symbiosis,9881559,1.3
Insect systematics & evolution,Insect Syst Evol,101133503,1.3
Journal of low temperature physics,J Low Temp Phys,101137071,1.3
New genetics and society,New Genet Soc,100895847,1.3
Journal of chemistry,J Chem,101590914,1.3
American journal of health economics,Am J Health Econ,101666934,1.3
Research in veterinary science,Res Vet Sci,0401300,1.298
Journal of risk and uncertainty,J Risk Uncertain,101087652,1.298
Chemoecology,Chemoecology,9426172,1.298
International emergency nursing,Int Emerg Nurs,101472191,1.298
Chemical engineering communications,Chem Eng Commun,9876940,1.297
Applied ontology,Appl Ontol,101512824,1.296
Nordic journal of music therapy,Nord J Music Ther,101151220,1.296
Journal of eye movement research,J Eye Mov Res,101532119,1.295
Quality engineering,Qual Eng,101550255,1.295
Genetic resources and crop evolution,Genet Resour Crop Evol,100955222,1.294
Pediatric transplantation,Pediatr Transplant,9802574,1.294
Journal of intelligent information systems,J Intell Inf Syst,101529504,1.294
Critical social policy,Crit Soc Policy,101697017,1.294
International journal of impotence research,Int J Impot Res,9007383,1.293
Evaluation review,Eval Rev,8004942,1.293
Intervirology,Intervirology,0364265,1.292
Turkish journal of chemistry,Turk J Chem,101259104,1.292
Journal of texture studies,J Texture Stud,0252052,1.29
Traffic injury prevention,Traffic Inj Prev,101144385,1.29
Indian journal of microbiology,Indian J Microbiol,0374703,1.29
Journal of optimization theory and applications,J Optim Theory Appl,101540765,1.289
Isis; an international review devoted to the history of science and its cultural influences,Isis,2985182R,1.288
Pediatrics and neonatology,Pediatr Neonatol,101484755,1.287
Applied research in quality of life,Appl Res Qual Life,101313787,1.286
Language policy,Lang Policy,101526288,1.286
International journal of primatology,Int J Primatol,8007862,1.285
Mineralogical magazine,Mineral Mag,100971408,1.285
Scandinavian journal of psychology,Scand J Psychol,0404510,1.284
Monatshefte fur chemie,Monatsh Chem,0254164,1.282
Journal of minimal access surgery,J Minim Access Surg,101228183,1.282
Journal of radioanalytical and nuclear chemistry,J Radioanal Nucl Chem,8406474,1.282
Radiocarbon,Radiocarbon,100971450,1.28
Wildlife biology,Wildlife Biol,101605014,1.28
Physica scripta,Phys Scr,1276005,1.28
Environmental values,Environ Values,9885957,1.279
Early education and development,Early Educ Dev,8918109,1.279
Journal of biological dynamics,J Biol Dyn,101299725,1.279
Congenital heart disease,Congenit Heart Dis,101256510,1.278
Housing policy debate,Hous Policy Debate,101592307,1.278
Palaeobiodiversity and palaeoenvironments,Paleobiodivers Paleoenviron,101702819,1.278
Journal of rehabilitation research and development,J Rehabil Res Dev,8410047,1.277
Ophthalmic genetics,Ophthalmic Genet,9436057,1.277
Singapore journal of tropical geography,Singap J Trop Geogr,101084699,1.277
Clinical simulation in nursing,Clin Simul Nurs,101486408,1.277
Health physics,Health Phys,2985093R,1.276
Legal medicine,Leg Med,8003226,1.276
Cirugia espanola,Cir Esp,1254104,1.276
Pharmaceutical statistics,Pharm Stat,101201192,1.276
Journal of global antimicrobial resistance,J Glob Antimicrob Resist,101622459,1.276
Journal of business finance & accounting,J Bus Finance Account,101661769,1.276
Journal Of Economic Psychology,J Econ Psychol,9879270,1.275
Journal of symbolic computation,J Symb Comput,101668748,1.274
Japanese journal of infectious diseases,Jpn J Infect Dis,100893704,1.273
Electromagnetic biology and medicine,Electromagn Biol Med,101133002,1.272
Journal of language and social psychology,J Lang Soc Psychol,9888962,1.272
International journal of medicinal mushrooms,Int J Med Mushrooms,100886202,1.272
Radiochimica acta,Radiochim Acta,0050556,1.271
The Bryologist,Bryologist,100955480,1.27
Journal de mycologie medicale,J Mycol Med,9425651,1.269
Laterality,Laterality,9609064,1.267
Laboratory medicine,Lab Med,0250641,1.265
Otolaryngologic clinics of North America,Otolaryngol Clin North Am,0144042,1.264
Supramolecular chemistry,Supramol Chem,9886626,1.264
Review of international studies,Rev Int Stud,101690473,1.264
Bulletin of mathematical biology,Bull Math Biol,0401404,1.263
Journal of tissue viability,J Tissue Viability,9306822,1.263
Genetic testing and molecular biomarkers,Genet Test Mol Biomarkers,101494210,1.263
Teachers College record,Teach Coll Rec,100970597,1.262
Population health management,Popul Health Manag,101481266,1.262
Experimental and therapeutic medicine,Exp Ther Med,101531947,1.261
Cellular & molecular biology letters,Cell Mol Biol Lett,9607427,1.26
European economic review,Eur Econ Rev,101085045,1.259
Public health ethics,Public Health Ethics,101463048,1.259
Journal of career development,J Career Dev,101521277,1.258
Journal of aging & social policy,J Aging Soc Policy,8914669,1.256
Cardiology journal,Cardiol J,101392712,1.256
Disasters,Disasters,7702072,1.255
Phytopathologia mediterranea,Phytopathol Mediterr,100955461,1.255
Cellular reprogramming,Cell Reprogram,101528176,1.255
Molecular simulation,Mol Simul,101257888,1.254
International journal of public opinion research,Int J Public Opin Res,101643109,1.254
Journal of functional analysis,J Funct Anal,101690544,1.254
Salud publica de Mexico,Salud Publica Mex,0404371,1.253
Journal of computer assisted learning,J Comput Assist Learn,9883088,1.253
Annals of transplantation,Ann Transplant,9802544,1.252
Korean circulation journal,Korean Circ J,101247141,1.252
Seminars in vascular surgery,Semin Vasc Surg,8809602,1.25
Journal of evaluation in clinical practice,J Eval Clin Pract,9609066,1.25
Journal of molecular microbiology and biotechnology,J Mol Microbiol Biotechnol,100892561,1.25
Tsinghua science and technology,Tsinghua Sci Technol,101134735,1.25
Journal of physiological anthropology,J Physiol Anthropol,101269653,1.25
ACM transactions on applied perception,ACM Trans Appl Percept,101255943,1.25
Blood pressure monitoring,Blood Press Monit,9606438,1.248
Journal of aging studies,J Aging Stud,8916517,1.248
Alternative therapies in health and medicine,Altern Ther Health Med,9502013,1.247
Mathematical biosciences,Math Biosci,0103146,1.246
Australian journal of primary health,Aust J Prim Health,101123037,1.246
"Hematology (Amsterdam, Netherlands)",Hematology,9708388,1.244
Journal of animal physiology and animal nutrition,J Anim Physiol Anim Nutr (Berl),101126979,1.244
IEEE transactions on magnetics,IEEE Trans Magn,100971385,1.243
Random structures & algorithms,Random Struct Algorithms,101697133,1.243
Ophthalmic plastic and reconstructive surgery,Ophthal Plast Reconstr Surg,8508431,1.242
Oxford journal of legal studies,Oxf J Leg Stud,100973094,1.242
Journal of biological physics,J Biol Phys,0417731,1.241
Language variation and change,Lang Var Change,101516627,1.241
Numerical algorithms,Numer Algorithms,101637157,1.241
Annals of human biology,Ann Hum Biol,0404024,1.24
International journal of science education,Int J Sci Educ,101508624,1.24
Social policy & administration,Soc Policy Adm,7908249,1.239
Big data,Big Data,101631218,1.239
Sexual health,Sex Health,101242667,1.238
Orthopaedic surgery,Orthop Surg,101501666,1.237
Nonprofit management & leadership,Nonprofit Manag Leadersh,9885985,1.236
Applied mathematics and optimization,Appl Math Optim,9875919,1.236
Mineralogy and petrology,Mineral Petrol,101679626,1.236
Journal of combinatorial optimization,J Comb Optim,101270744,1.235
JETP letters,JETP Lett,101663524,1.235
Substance use & misuse,Subst Use Misuse,9602153,1.234
Tumori,Tumori,0111356,1.233
Acta odontologica Scandinavica,Acta Odontol Scand,0370344,1.232
Tissue & cell,Tissue Cell,0214745,1.232
Parliamentary affairs,Parliam Aff,100972835,1.232
Psychiatria Danubina,Psychiatr Danub,9424753,1.232
Polymer-plastics technology and engineering,Polym Plast Technol Eng,101512826,1.232
Journal of applied social psychology,J Appl Soc Psychol,0321050,1.231
Comparative education review,Comp Educ Rev,101084845,1.231
